T22,Major trading partners,,,,,,,
Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value,Footnotes,Source
533,Aruba,2022,Major trading partner 2 (% of exports),United States,,22.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
533,Aruba,2010,Major trading partner 2 (% of imports),Netherlands,,11.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
533,Aruba,2015,Major trading partner 2 (% of imports),Netherlands,,10.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
533,Aruba,2022,Major trading partner 2 (% of imports),Netherlands,,15.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
533,Aruba,2015,Major trading partner 3 (% of exports),Curaçao,,16.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
533,Aruba,2022,Major trading partner 3 (% of exports),Curaçao,,9.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
533,Aruba,2010,Major trading partner 3 (% of imports),Areas nes,Areas not elsewhere specified.,2.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
533,Aruba,2015,Major trading partner 3 (% of imports),Areas nes,Areas not elsewhere specified.,13.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
533,Aruba,2022,Major trading partner 3 (% of imports),Areas nes,Areas not elsewhere specified.,10.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
36,Australia,2010,Major trading partner 1 (% of exports),China,,25.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
36,Australia,2015,Major trading partner 1 (% of exports),China,,31.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
36,Australia,2022,Major trading partner 1 (% of exports),China,,30.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
36,Australia,2010,Major trading partner 1 (% of imports),China,,18.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
36,Australia,2015,Major trading partner 1 (% of imports),China,,23.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
36,Australia,2022,Major trading partner 1 (% of imports),China,,27.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
36,Australia,2010,Major trading partner 2 (% of exports),Japan,,18.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
36,Australia,2015,Major trading partner 2 (% of exports),Japan,,15.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
36,Australia,2022,Major trading partner 2 (% of exports),Japan,,20.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
36,Australia,2010,Major trading partner 2 (% of imports),United States,,12.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
36,Australia,2015,Major trading partner 2 (% of imports),United States,,12.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
36,Australia,2022,Major trading partner 2 (% of imports),United States,,10.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
36,Australia,2010,Major trading partner 3 (% of exports),Republic of Korea,,8.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
36,Australia,2015,Major trading partner 3 (% of exports),Republic of Korea,,7.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
36,Australia,2022,Major trading partner 3 (% of exports),Republic of Korea,,8.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
36,Australia,2010,Major trading partner 3 (% of imports),Republic of Korea,,3.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
36,Australia,2015,Major trading partner 3 (% of imports),Republic of Korea,,5.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
36,Australia,2022,Major trading partner 3 (% of imports),Republic of Korea,,6.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
40,Austria,2010,Major trading partner 1 (% of exports),Germany,,31.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
40,Austria,2015,Major trading partner 1 (% of exports),Germany,,29.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
40,Austria,2022,Major trading partner 1 (% of exports),Germany,,29.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
40,Austria,2010,Major trading partner 1 (% of imports),Germany,,38.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
40,Austria,2015,Major trading partner 1 (% of imports),Germany,,36.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
40,Austria,2022,Major trading partner 1 (% of imports),Germany,,40.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
40,Austria,2010,Major trading partner 2 (% of exports),Italy,,7.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
40,Austria,2015,Major trading partner 2 (% of exports),Italy,,6.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
40,Austria,2022,Major trading partner 2 (% of exports),Italy,,6.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
40,Austria,2010,Major trading partner 2 (% of imports),Italy,,6.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
40,Austria,2015,Major trading partner 2 (% of imports),Italy,,6.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
40,Austria,2022,Major trading partner 2 (% of imports),Italy,,6.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
40,Austria,2010,Major trading partner 3 (% of exports),United States,,4.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
40,Austria,2015,Major trading partner 3 (% of exports),United States,,6.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
40,Austria,2022,Major trading partner 3 (% of exports),United States,,6.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
40,Austria,2010,Major trading partner 3 (% of imports),Czechia,,3.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
40,Austria,2015,Major trading partner 3 (% of imports),Czechia,,4.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
40,Austria,2022,Major trading partner 3 (% of imports),Czechia,,4.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
31,Azerbaijan,2010,Major trading partner 1 (% of exports),Italy,,33.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
31,Azerbaijan,2015,Major trading partner 1 (% of exports),Italy,,17.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
31,Azerbaijan,2022,Major trading partner 1 (% of exports),Italy,,46.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
31,Azerbaijan,2010,Major trading partner 1 (% of imports),Russian Federation,,17.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
31,Azerbaijan,2015,Major trading partner 1 (% of imports),Russian Federation,,15.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
31,Azerbaijan,2022,Major trading partner 1 (% of imports),Russian Federation,,18.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
31,Azerbaijan,2010,Major trading partner 2 (% of exports),Türkiye,,0.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
31,Azerbaijan,2015,Major trading partner 2 (% of exports),Türkiye,,11.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
31,Azerbaijan,2022,Major trading partner 2 (% of exports),Türkiye,,9.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
31,Azerbaijan,2010,Major trading partner 2 (% of imports),Türkiye,,11.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
31,Azerbaijan,2015,Major trading partner 2 (% of imports),Türkiye,,12.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
31,Azerbaijan,2022,Major trading partner 2 (% of imports),Türkiye,,15.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
31,Azerbaijan,2010,Major trading partner 3 (% of exports),Israel,,8.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
31,Azerbaijan,2015,Major trading partner 3 (% of exports),Israel,,6.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
31,Azerbaijan,2022,Major trading partner 3 (% of exports),Israel,,4.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
31,Azerbaijan,2010,Major trading partner 3 (% of imports),China,,8.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
31,Azerbaijan,2015,Major trading partner 3 (% of imports),China,,5.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
31,Azerbaijan,2022,Major trading partner 3 (% of imports),China,,14.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
